"","Precinct","First","Second","Third","Ward"
"74259","P-02D","CAM WINTON","undervote","undervote","W-7"
"74260","P-09","MARK ANDREW","BETSY HODGES","undervote","W-3"
"74261","P-08","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-13"
"74262","P-08","CAM WINTON","DOUG MANN","OLE SAVIOR","W-7"
"74263","P-10","MARK ANDREW","undervote","undervote","W-12"
"74264","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"74265","P-05","CAM WINTON","BETSY HODGES","DAN COHEN","W-1"
"74266","P-05A","MARK ANDREW","JACKIE CHERRYHOMES","DAN COHEN","W-10"
"74267","P-01","DOUG MANN","TONY LANE","KURTIS W. HANNA","W-1"
"74268","P-01C","MARK ANDREW","BETSY HODGES","undervote","W-7"
"74269","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-8"
"74270","P-08","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-13"
"74271","P-04","DON SAMUELS","BETSY HODGES","CAPTAIN JACK SPARROW","W-13"
"74272","P-07","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-10"
"74273","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-9"
"74274","P-05","OLE SAVIOR","JOHN LESLIE HARTWIG","DAN COHEN","W-8"
"74275","P-07","CAM WINTON","BOB FINE","DAN COHEN","W-11"
"74276","P-06","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"74277","P-08","MIKE GOULD","undervote","undervote","W-10"
"74278","P-01","BETSY HODGES","undervote","undervote","W-8"
"74279","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"74280","P-05","MARK V ANDERSON","TONY LANE","BOB FINE","W-8"
"74281","P-03","DON SAMUELS","NEAL BAXTER","undervote","W-3"
"74282","P-05","JACKIE CHERRYHOMES","BETSY HODGES","DON SAMUELS","W-5"
"74283","P-06","BOB FINE","BETSY HODGES","MARK ANDREW","W-2"
"74284","P-01","DAN COHEN","CAM WINTON","BILL KAHN","W-4"
"74285","P-09","MARK ANDREW","NEAL BAXTER","BETSY HODGES","W-2"
"74286","P-03","BETSY HODGES","DON SAMUELS","BOB FINE","W-1"
"74287","P-01","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"74288","P-01","MARK ANDREW","BOB FINE","DON SAMUELS","W-12"
"74289","P-08","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-2"
"74290","P-09","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"74291","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-1"
"74292","P-02","MARK ANDREW","undervote","undervote","W-6"
"74293","P-01","CAPTAIN JACK SPARROW","DOUG MANN","BOB ""AGAIN"" CARNEY JR","W-13"
"74294","P-02","CAM WINTON","MARK V ANDERSON","CAPTAIN JACK SPARROW","W-4"
"74295","P-04D","DAN COHEN","undervote","undervote","W-7"
"74296","P-01C","CAM WINTON","BOB FINE","DAN COHEN","W-7"
"74297","P-02","BETSY HODGES","BOB FINE","MARK ANDREW","W-11"
"74298","P-02","BETSY HODGES","DOUG MANN","MARK ANDREW","W-9"
"74299","P-01","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-10"
"74300","P-04","BETSY HODGES","DON SAMUELS","CAM WINTON","W-8"
"74301","P-07","MARK ANDREW","undervote","undervote","W-11"
"74302","P-09","CAM WINTON","NEAL BAXTER","OLE SAVIOR","W-10"
"74303","P-02","BETSY HODGES","JAYMIE KELLY","STEPHANIE WOODRUFF","W-9"
"74304","P-07","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-7"
"74305","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"74306","P-01","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-6"
"74307","P-08","BETSY HODGES","STEPHANIE WOODRUFF","MARK ANDREW","W-12"
"74308","P-07","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-4"
"74309","P-03","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-1"
"74310","P-04","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"74311","P-04","BETSY HODGES","undervote","undervote","W-3"
"74312","P-03","BOB FINE","undervote","undervote","W-9"
"74313","P-05","DAN COHEN","DON SAMUELS","NEAL BAXTER","W-3"
"74314","P-02D","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"74315","P-02","DON SAMUELS","BETSY HODGES","undervote","W-12"
"74316","P-05","BETSY HODGES","MARK V ANDERSON","JACKIE CHERRYHOMES","W-8"
"74317","P-02","MARK ANDREW","undervote","undervote","W-10"
"74318","P-08","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-12"
"74319","P-06","MARK ANDREW","JEFFREY ALAN WAGNER","MIKE GOULD","W-9"
"74320","P-07","CAM WINTON","BETSY HODGES","DON SAMUELS","W-3"
"74321","P-09","BOB FINE","BETSY HODGES","CAPTAIN JACK SPARROW","W-6"
"74322","P-10","CHRISTOPHER CLARK","CAM WINTON","ABDUL M RAHAMAN ""THE ROCK""","W-7"
"74323","P-06","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-11"
"74324","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"74325","P-04","MARK ANDREW","undervote","undervote","W-1"
"74326","P-03","BETSY HODGES","STEPHANIE WOODRUFF","DAN COHEN","W-12"
"74327","P-05","MARK ANDREW","BOB FINE","JEFFREY ALAN WAGNER","W-13"
"74328","P-07","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-11"
"74329","P-01","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-1"
"74330","P-02","ALICIA K. BENNETT","JAMES ""JIMMY"" L. STROUD, JR.","BETSY HODGES","W-11"
"74331","P-03","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-1"
"74332","P-08","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"74333","P-04D","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-7"
"74334","P-07","MARK ANDREW","BETSY HODGES","BETSY HODGES","W-6"
"74335","P-04","CAM WINTON","DAN COHEN","DON SAMUELS","W-3"
"74336","P-08","DOUG MANN","BETSY HODGES","MARK ANDREW","W-2"
"74337","P-03","MARK ANDREW","undervote","undervote","W-6"
"74338","P-02","BETSY HODGES","JACKIE CHERRYHOMES","CAM WINTON","W-12"
"74339","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-8"
"74340","P-06","DON SAMUELS","DAN COHEN","BETSY HODGES","W-1"
"74341","P-07","MARK ANDREW","BETSY HODGES","undervote","W-8"
"74342","P-01","BETSY HODGES","CAM WINTON","DAN COHEN","W-9"
"74343","P-08","DON SAMUELS","JACKIE CHERRYHOMES","MARK ANDREW","W-13"
"74344","P-09","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"74345","P-09","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"74346","P-08","JEFFREY ALAN WAGNER","JACKIE CHERRYHOMES","JAMES EVERETT","W-8"
"74347","P-04","MARK ANDREW","GREGG A. IVERSON","ABDUL M RAHAMAN ""THE ROCK""","W-6"
"74348","P-10","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"74349","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"74350","P-08","CAM WINTON","undervote","undervote","W-11"
"74351","P-04","MARK V ANDERSON","undervote","BETSY HODGES","W-8"
"74352","P-03","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-12"
"74353","P-07","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-10"
"74354","P-08","BETSY HODGES","undervote","undervote","W-2"
"74355","P-04","CAM WINTON","NEAL BAXTER","JOHN LESLIE HARTWIG","W-13"
"74356","P-06","DON SAMUELS","DAN COHEN","CAM WINTON","W-1"
"74357","P-01","MARK ANDREW","undervote","undervote","W-9"
"74358","P-01","BOB FINE","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"74359","P-05","MARK ANDREW","DON SAMUELS","STEPHANIE WOODRUFF","W-8"
"74360","P-08","ABDUL M RAHAMAN ""THE ROCK""","CAPTAIN JACK SPARROW","JAYMIE KELLY","W-12"
"74361","P-01","MIKE GOULD","GREGG A. IVERSON","JOSHUA REA","W-8"
"74362","P-01","JOHN LESLIE HARTWIG","RAHN V. WORKCUFF","NEAL BAXTER","W-1"
"74363","P-08","JAMES EVERETT","DON SAMUELS","JOSHUA REA","W-5"
"74364","P-10","BETSY HODGES","MARK V ANDERSON","DON SAMUELS","W-12"
"74365","P-08","BETSY HODGES","CAM WINTON","MARK ANDREW","W-13"
"74366","P-01","BETSY HODGES","undervote","undervote","W-1"
"74367","P-03","BETSY HODGES","DON SAMUELS","BOB FINE","W-7"
"74368","P-08","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-8"
"74369","P-02","DON SAMUELS","BOB FINE","JACKIE CHERRYHOMES","W-10"
"74370","P-07","BETSY HODGES","undervote","undervote","W-9"
"74371","P-06","BETSY HODGES","MARK ANDREW","undervote","W-11"
"74372","P-01","JACKIE CHERRYHOMES","MARK V ANDERSON","MIKE GOULD","W-11"
"74373","P-01","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"74374","P-07","MARK ANDREW","undervote","undervote","W-11"
"74375","P-05","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"74376","P-02","MARK V ANDERSON","DON SAMUELS","undervote","W-10"
"74377","P-05","BETSY HODGES","DAN COHEN","STEPHANIE WOODRUFF","W-12"
"74378","P-05","BETSY HODGES","DON SAMUELS","undervote","W-2"
"74379","P-09","BETSY HODGES","JACKIE CHERRYHOMES","CAM WINTON","W-7"
"74380","P-10","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-11"
"74381","P-07","MARK V ANDERSON","JACKIE CHERRYHOMES","BETSY HODGES","W-13"
"74382","P-02","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"74383","P-04","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-4"
"74384","P-02","undervote","undervote","MARK ANDREW","W-6"
"74385","P-01","DON SAMUELS","ALICIA K. BENNETT","STEPHANIE WOODRUFF","W-5"
"74386","P-09","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"74387","P-04","MARK ANDREW","CAM WINTON","BETSY HODGES","W-8"
"74388","P-08","undervote","overvote","overvote","W-1"
"74389","P-02D","CAM WINTON","undervote","undervote","W-7"
"74390","P-06","BETSY HODGES","DON SAMUELS","undervote","W-12"
"74391","P-01","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-12"
"74392","P-07","CAM WINTON","DON SAMUELS","OLE SAVIOR","W-4"
"74393","P-01","MARK ANDREW","DOUG MANN","undervote","W-13"
"74394","P-07","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-8"
"74395","P-05","MARK V ANDERSON","CAPTAIN JACK SPARROW","OLE SAVIOR","W-1"
"74396","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"74397","P-06","DOUG MANN","STEPHANIE WOODRUFF","JAMES EVERETT","W-9"
"74398","P-08","MARK V ANDERSON","DON SAMUELS","undervote","W-7"
"74399","P-09","MARK ANDREW","DON SAMUELS","CAM WINTON","W-10"
"74400","P-06","MARK ANDREW","BETSY HODGES","BOB FINE","W-6"
"74401","P-06","JAYMIE KELLY","MARK V ANDERSON","CYD GORMAN","W-12"
"74402","P-04","MARK ANDREW","BETSY HODGES","undervote","W-13"
"74403","P-08","CAM WINTON","KURTIS W. HANNA","OLE SAVIOR","W-12"
"74404","P-05","BETSY HODGES","CAPTAIN JACK SPARROW","UWI","W-11"
"74405","P-01","CAM WINTON","BOB FINE","undervote","W-3"
"74406","P-05","DAN COHEN","undervote","undervote","W-7"
"74407","P-02","CAM WINTON","CHRISTOPHER ROBIN ZIMMERMAN","CHRISTOPHER CLARK","W-13"
"74408","P-03","CAM WINTON","BOB FINE","MARK ANDREW","W-13"
"74409","P-09","BETSY HODGES","MARK ANDREW","BOB FINE","W-3"
"74410","P-03","BOB FINE","BETSY HODGES","DON SAMUELS","W-12"
"74411","P-04","MARK ANDREW","BOB FINE","BETSY HODGES","W-13"
"74412","P-01","DAN COHEN","MARK ANDREW","BETSY HODGES","W-2"
"74413","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"74414","P-01","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-1"
"74415","P-02","DON SAMUELS","DON SAMUELS","DON SAMUELS","W-4"
"74416","P-07","BETSY HODGES","BETSY HODGES","undervote","W-8"
"74417","P-03","MARK ANDREW","undervote","undervote","W-6"
"74418","P-02","MARK ANDREW","CHRISTOPHER ROBIN ZIMMERMAN","EDMUND BERNARD BRUYERE","W-4"
"74419","P-06","BETSY HODGES","BOB ""AGAIN"" CARNEY JR","ABDUL M RAHAMAN ""THE ROCK""","W-3"
"74420","P-01","BETSY HODGES","DON SAMUELS","undervote","W-9"
"74421","P-08","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"74422","P-06","BETSY HODGES","undervote","undervote","W-13"
"74423","P-03","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-7"
"74424","P-08","JACKIE CHERRYHOMES","MARK V ANDERSON","undervote","W-3"
"74425","P-05","BETSY HODGES","DON SAMUELS","JAMES EVERETT","W-12"
"74426","P-05","MARK ANDREW","undervote","undervote","W-12"
"74427","P-02","DON SAMUELS","BETSY HODGES","BOB FINE","W-10"
"74428","P-03","CAM WINTON","undervote","undervote","W-3"
"74429","P-06","BETSY HODGES","MARK ANDREW","JAMES EVERETT","W-3"
"74430","P-09","MARK ANDREW","DAN COHEN","MIKE GOULD","W-11"
"74431","P-02","BETSY HODGES","DON SAMUELS","CAM WINTON","W-6"
"74432","P-09","MARK ANDREW","BETSY HODGES","undervote","W-6"
"74433","P-09","CAM WINTON","DON SAMUELS","CAPTAIN JACK SPARROW","W-13"
"74434","P-02","MARK ANDREW","JACKIE CHERRYHOMES","CAPTAIN JACK SPARROW","W-2"
"74435","P-09","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-1"
"74436","P-09","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"74437","P-06","MARK ANDREW","CAPTAIN JACK SPARROW","KURTIS W. HANNA","W-8"
"74438","P-01","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"74439","P-08","DON SAMUELS","BETSY HODGES","CAPTAIN JACK SPARROW","W-12"
"74440","P-03","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"74441","P-05","BOB FINE","DON SAMUELS","BETSY HODGES","W-13"
"74442","P-04","MARK ANDREW","BETSY HODGES","undervote","W-4"
"74443","P-04","CAM WINTON","DAN COHEN","BETSY HODGES","W-12"
"74444","P-09","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-11"
"74445","P-06","DON SAMUELS","STEPHANIE WOODRUFF","BOB FINE","W-3"
"74446","P-06","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"74447","P-04","MARK ANDREW","ALICIA K. BENNETT","DON SAMUELS","W-1"
"74448","P-08","CAM WINTON","DON SAMUELS","JACKIE CHERRYHOMES","W-8"
"74449","P-01","BETSY HODGES","CAM WINTON","DON SAMUELS","W-2"
"74450","P-02D","NEAL BAXTER","BETSY HODGES","DON SAMUELS","W-7"
"74451","P-09","BETSY HODGES","MARK ANDREW","CAM WINTON","W-7"
"74452","P-01","BETSY HODGES","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","W-2"
"74453","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-4"
"74454","P-07","DON SAMUELS","BETSY HODGES","CAM WINTON","W-6"
"74455","P-07","BETSY HODGES","MARK ANDREW","undervote","W-3"
"74456","P-02","MARK ANDREW","DON SAMUELS","BOB FINE","W-10"
"74457","P-04","CAM WINTON","JACKIE CHERRYHOMES","DON SAMUELS","W-1"
"74458","P-10","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-2"
"74459","P-03","CAM WINTON","undervote","undervote","W-7"
"74460","P-01","DON SAMUELS","DON SAMUELS","DON SAMUELS","W-4"
"74461","P-04","DON SAMUELS","BETSY HODGES","undervote","W-6"
"74462","P-08","DON SAMUELS","JACKIE CHERRYHOMES","ABDUL M RAHAMAN ""THE ROCK""","W-12"
"74463","P-09","BETSY HODGES","STEPHANIE WOODRUFF","TROY BENJEGERDES","W-1"
"74464","P-06","JACKIE CHERRYHOMES","undervote","undervote","W-1"
"74465","P-07","ABDUL M RAHAMAN ""THE ROCK""","undervote","undervote","W-5"
"74466","P-09","BETSY HODGES","JACKIE CHERRYHOMES","BOB FINE","W-13"
"74467","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-4"
"74468","P-06","JACKIE CHERRYHOMES","MARK V ANDERSON","MARK V ANDERSON","W-7"
"74469","P-07","DON SAMUELS","BETSY HODGES","CAM WINTON","W-13"
"74470","P-03","MIKE GOULD","ALICIA K. BENNETT","undervote","W-7"
"74471","P-01","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-1"
"74472","P-06","CAM WINTON","JOHN LESLIE HARTWIG","JAYMIE KELLY","W-11"
"74473","P-08","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"74474","P-02","NEAL BAXTER","BILL KAHN","undervote","W-10"
"74475","P-02","DON SAMUELS","BETSY HODGES","DAN COHEN","W-1"
"74476","P-01","CAM WINTON","DAN COHEN","CAM WINTON","W-12"
"74477","P-06","MARK V ANDERSON","undervote","undervote","W-13"
"74478","P-06","MARK ANDREW","STEPHANIE WOODRUFF","MIKE GOULD","W-12"
"74479","P-02D","CAM WINTON","BETSY HODGES","undervote","W-7"
"74480","P-03","MARK ANDREW","undervote","undervote","W-6"
"74481","P-04","MARK ANDREW","BETSY HODGES","undervote","W-10"
"74482","P-02","undervote","undervote","undervote","W-5"
"74483","P-06","BOB FINE","MARK ANDREW","OLE SAVIOR","W-10"
"74484","P-09","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-10"
"74485","P-08","MIKE GOULD","TROY BENJEGERDES","JAMES EVERETT","W-12"
"74486","P-10","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-7"
"74487","P-08","DON SAMUELS","BETSY HODGES","BOB FINE","W-3"
"74488","P-03","BETSY HODGES","DON SAMUELS","undervote","W-9"
"74489","P-04","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-3"
"74490","P-08","MARK ANDREW","BETSY HODGES","undervote","W-13"
"74491","P-03","MARK ANDREW","undervote","undervote","W-6"
"74492","P-01","BETSY HODGES","DON SAMUELS","BOB FINE","W-2"
"74493","P-04","MARK ANDREW","undervote","undervote","W-4"
"74494","P-07","DAN COHEN","DON SAMUELS","BETSY HODGES","W-1"
"74495","P-03","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-9"
"74496","P-07","BETSY HODGES","DON SAMUELS","BOB FINE","W-8"
"74497","P-07","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"74498","P-06","CAM WINTON","DAN COHEN","OLE SAVIOR","W-12"
"74499","P-02","MARK ANDREW","MIKE GOULD","JAMES EVERETT","W-9"
"74500","P-04","DON SAMUELS","BETSY HODGES","CAM WINTON","W-4"
"74501","P-09","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-2"
"74502","P-03","MARK ANDREW","undervote","undervote","W-6"
"74503","P-09","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-13"
"74504","P-08","JAMES EVERETT","DOUG MANN","MARK ANDREW","W-3"
"74505","P-07","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-13"
"74506","P-07","STEPHANIE WOODRUFF","undervote","undervote","W-3"
"74507","P-02","DON SAMUELS","DON SAMUELS","JACKIE CHERRYHOMES","W-10"
"74508","P-06","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-13"
"74509","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-12"
"74510","P-02","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-9"
"74511","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-4"
"74512","P-01","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"74513","P-08","MARK ANDREW","BETSY HODGES","BOB FINE","W-2"
"74514","P-01","DON SAMUELS","CAM WINTON","BETSY HODGES","W-11"
"74515","P-02","BETSY HODGES","BOB FINE","CAM WINTON","W-13"
"74516","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-6"
"74517","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-3"
"74518","P-04","MARK ANDREW","undervote","undervote","W-6"
"74519","P-07","DAN COHEN","MARK ANDREW","BOB FINE","W-7"
"74520","P-06","JACKIE CHERRYHOMES","BOB FINE","MARK ANDREW","W-12"
"74521","P-05","DON SAMUELS","BETSY HODGES","ALICIA K. BENNETT","W-3"
"74522","P-02","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-1"
"74523","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-10"
"74524","P-05","MARK ANDREW","DON SAMUELS","undervote","W-11"
"74525","P-02D","CAM WINTON","RAHN V. WORKCUFF","OLE SAVIOR","W-7"
"74526","P-01","undervote","undervote","undervote","W-9"
"74527","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-8"
"74528","P-01","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-2"
"74529","P-06","BETSY HODGES","MARK ANDREW","undervote","W-13"
"74530","P-02","DON SAMUELS","BETSY HODGES","TROY BENJEGERDES","W-6"
"74531","P-06","BETSY HODGES","MARK ANDREW","BOB FINE","W-13"
"74532","P-09","CAM WINTON","MIKE GOULD","CAPTAIN JACK SPARROW","W-12"
"74533","P-06","DON SAMUELS","BETSY HODGES","JOSHUA REA","W-3"
"74534","P-02","OLE SAVIOR","DAN COHEN","BOB FINE","W-4"
"74535","P-01","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"74536","P-09","MARK ANDREW","undervote","undervote","W-6"
"74537","P-08","DAN COHEN","CAM WINTON","CAPTAIN JACK SPARROW","W-7"
"74538","P-02","BETSY HODGES","DON SAMUELS","undervote","W-8"
"74539","P-01","DON SAMUELS","BETSY HODGES","MIKE GOULD","W-5"
"74540","P-06","MARK ANDREW","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","W-13"
"74541","P-09","JACKIE CHERRYHOMES","STEPHANIE WOODRUFF","CHRISTOPHER ROBIN ZIMMERMAN","W-13"
"74542","P-02","CAM WINTON","undervote","undervote","W-11"
"74543","P-06","MARK ANDREW","undervote","undervote","W-8"
"74544","P-05","STEPHANIE WOODRUFF","MARK ANDREW","BETSY HODGES","W-7"
"74545","P-06","MARK ANDREW","MARK ANDREW","MARK ANDREW","W-12"
"74546","P-02","BETSY HODGES","CAM WINTON","MARK ANDREW","W-13"
"74547","P-01","STEPHANIE WOODRUFF","JAMES EVERETT","CAPTAIN JACK SPARROW","W-5"
"74548","P-05","BETSY HODGES","undervote","undervote","W-6"
"74549","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"74550","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"74551","P-04","MARK ANDREW","undervote","undervote","W-6"
"74552","P-08","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-11"
"74553","P-02","MARK ANDREW","BETSY HODGES","CAM WINTON","W-13"
"74554","P-07","DON SAMUELS","STEPHANIE WOODRUFF","undervote","W-6"
"74555","P-01","BETSY HODGES","MARK ANDREW","STEPHANIE WOODRUFF","W-2"
"74556","P-02","DOUG MANN","JAYMIE KELLY","MARK ANDREW","W-6"
"74557","P-09","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-12"
"74558","P-05","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-2"
"74559","P-03","BETSY HODGES","undervote","undervote","W-13"
"74560","P-03","OLE SAVIOR","OLE SAVIOR","OLE SAVIOR","W-12"
"74561","P-01","MARK ANDREW","JACKIE CHERRYHOMES","DAN COHEN","W-11"
"74562","P-01","DON SAMUELS","BETSY HODGES","BOB FINE","W-11"
"74563","P-01","STEPHANIE WOODRUFF","BETSY HODGES","undervote","W-1"
"74564","P-10","JAYMIE KELLY","JOSHUA REA","TROY BENJEGERDES","W-12"
"74565","P-09","STEPHANIE WOODRUFF","MARK ANDREW","DON SAMUELS","W-13"
"74566","P-05","BETSY HODGES","JACKIE CHERRYHOMES","MARK V ANDERSON","W-12"
"74567","P-01","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"74568","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-3"
"74569","P-09","BETSY HODGES","MARK ANDREW","undervote","W-13"
"74570","P-02","BOB FINE","BETSY HODGES","DOUG MANN","W-10"
"74571","P-05","CAM WINTON","undervote","undervote","W-8"
"74572","P-02","BETSY HODGES","MARK ANDREW","undervote","W-12"
"74573","P-08","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-7"
"74574","P-06","DOUG MANN","BETSY HODGES","MARK ANDREW","W-13"
"74575","P-08","BETSY HODGES","STEPHANIE WOODRUFF","ALICIA K. BENNETT","W-12"
"74576","P-03","DON SAMUELS","BETSY HODGES","OLE SAVIOR","W-1"
"74577","P-02","DAN COHEN","undervote","undervote","W-12"
"74578","P-06","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-12"
"74579","P-08","BETSY HODGES","CAM WINTON","JACKIE CHERRYHOMES","W-12"
"74580","P-02","BOB FINE","MARK ANDREW","DON SAMUELS","W-5"
"74581","P-06","BETSY HODGES","DON SAMUELS","CAM WINTON","W-13"
"74582","P-03","BETSY HODGES","undervote","undervote","W-9"
"74583","P-05","DON SAMUELS","JOSHUA REA","STEPHANIE WOODRUFF","W-4"
"74584","P-05","MARK ANDREW","undervote","undervote","W-6"
"74585","P-04D","CAM WINTON","OLE SAVIOR","CAPTAIN JACK SPARROW","W-7"
"74586","P-06","DON SAMUELS","BETSY HODGES","BOB FINE","W-3"
"74587","P-03","BETSY HODGES","DON SAMUELS","BOB FINE","W-13"
"74588","P-05","BETSY HODGES","DOUG MANN","JAYMIE KELLY","W-6"
"74589","P-04","BETSY HODGES","MARK ANDREW","BOB FINE","W-13"
"74590","P-06","JAYMIE KELLY","DOUG MANN","BETSY HODGES","W-9"
"74591","P-04","CAM WINTON","DAN COHEN","MARK ANDREW","W-1"
"74592","P-07","MARK V ANDERSON","BETSY HODGES","MARK ANDREW","W-8"
"74593","P-06","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"74594","P-06","MARK ANDREW","BOB FINE","STEPHANIE WOODRUFF","W-12"
"74595","P-05","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
